DeltaTime,Light,RaiseTemp,LowerTemp,LowerHumid,RaiseSMoist,LowerSMoist,Fan,LED,Wpump,PrevLight,PrevTemp,PrevHumid,PrevSMoist,CurLight,CurTemp,CurHumid,CurSMoist,CurUnixTime,
1210.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752646.25,
1220.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752656.25,
1230.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752666.25,
1240.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752676.25,
1250.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752686.25,
1260.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752696.25,
1270.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752706.25,
1280.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,63.0,549.0,946752716.25,
1290.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752726.25,
1300.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752736.25,
1310.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752746.25,
1320.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752756.25,
1330.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752766.25,
1340.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752776.25,
1350.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752786.25,
1360.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752796.25,
1370.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752806.25,
1380.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752816.25,
1390.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752826.25,
1400.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752836.25,
1410.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,64.0,549.0,946752846.25,
1420.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752856.25,
1430.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752866.25,
1440.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752876.25,
1450.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752886.25,
1460.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752896.25,
1470.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752906.25,
1480.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752916.25,
1490.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752926.25,
1500.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752936.25,
1510.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752946.25,
1520.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752956.25,
1530.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752966.25,
1540.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,65.0,549.0,946752976.25,
1550.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946752986.25,
1560.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946752996.25,
1570.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753006.25,
1580.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753016.25,
1590.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753026.25,
1600.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753036.25,
1610.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753046.25,
1620.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753056.25,
1630.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753066.25,
1640.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753076.25,
1650.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753086.25,
1660.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753096.25,
1670.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753106.25,
1680.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,66.0,549.0,946753116.25,
1690.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753126.25,
1700.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753136.25,
1710.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753146.25,
1720.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753156.25,
1730.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753166.25,
1740.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753176.25,
1750.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753186.25,
1760.0,1,0,1,0,0,0,255,0,0,496.0,24.0,51.0,549.0,1000.0,24.0,67.0,549.0,946753196.25,
