DeltaTime,Light,RaiseTemp,LowerTemp,LowerHumid,RaiseSMoist,LowerSMoist,Fan,LED,Wpump,PrevLight,PrevTemp,PrevHumid,PrevSMoist,CurLight,CurTemp,CurHumid,CurSMoist,CurUnixTime,
1380.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751001.25,
1390.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751011.25,
1400.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751021.25,
1410.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751031.25,
1420.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751041.25,
1430.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751051.25,
1440.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751061.25,
1450.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751071.25,
1460.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751081.25,
1470.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751091.25,
1480.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751101.25,
1490.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751111.25,
1500.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751121.25,
1510.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751131.25,
1520.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751141.25,
1530.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751151.25,
1540.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751161.25,
1550.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751171.25,
1560.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751181.25,
1570.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751191.25,
1580.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751201.25,
1590.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751211.25,
1600.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751221.25,
1610.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751231.25,
1620.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751241.25,
1630.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751251.25,
1640.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751261.25,
1650.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751271.25,
1660.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751281.25,
1670.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751291.25,
1680.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751301.25,
1690.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751311.25,
1700.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751321.25,
1710.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751331.25,
1720.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751341.25,
1730.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751351.25,
1740.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751361.25,
1750.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751371.25,
1760.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751381.25,
1770.0,1,0,0,1,0,0,255,1,0,499.0,24.0,80.0,549.0,1000.0,23.0,76.0,549.0,946751391.25,
0.0,1,0,1,0,0,0,255,0,0,1000.0,23.0,76.0,549.0,1000.0,23.0,76.0,549.0,946751401.25,
10.0,1,0,1,0,0,0,255,0,0,1000.0,23.0,76.0,549.0,1000.0,23.0,76.0,549.0,946751411.25,

