DeltaTime,Light,RaiseTemp,LowerTemp,LowerHumid,RaiseSMoist,LowerSMoist,Fan,LED,Wpump,PrevLight,PrevTemp,PrevHumid,PrevSMoist,CurLight,CurTemp,CurHumid,CurSMoist,CurUnixTime,
860.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,82.0,549.0,946752268.75,
870.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,82.0,549.0,946752278.75,
880.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,82.0,549.0,946752288.75,
890.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,82.0,549.0,946752298.75,
900.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,82.0,549.0,946752308.75,
910.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,82.0,549.0,946752318.75,
920.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752328.75,
930.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752338.75,
940.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752348.75,
950.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752358.75,
960.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752368.75,
970.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752378.75,
980.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752388.75,
990.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752398.75,
1000.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752408.75,
1010.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752418.75,
1020.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752428.75,
1030.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752438.75,
1040.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752448.75,
1050.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752458.75,
1060.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752468.75,
1070.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752478.75,
1080.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752488.75,
1090.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752498.75,
1100.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752508.75,
1110.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752518.75,
1120.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752528.75,
1130.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752538.75,
1140.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752548.75,
1150.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752558.75,
1160.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752568.75,
1170.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752578.75,
1180.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752588.75,
1190.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752598.75,
1200.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752608.75,
1210.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752618.75,
1220.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752628.75,
1230.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752638.75,
1240.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752648.75,
1250.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752658.75,
1260.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752668.75,
1270.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752678.75,
1280.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752688.75,
1290.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752698.75,
1300.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752708.75,
1310.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752718.75,
1320.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752728.75,
1330.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752738.75,
1340.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752748.75,
1350.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752758.75,
1360.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752768.75,
1370.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,83.0,549.0,946752778.75,
1380.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752788.75,
1390.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752798.75,
1400.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752808.75,
1410.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752818.75,
1420.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752828.75,
1430.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752838.75,
1440.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752848.75,
1450.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752858.75,
1460.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752868.75,
1470.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752878.75,
1480.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752888.75,
1490.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752898.75,
1500.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752908.75,
1510.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752918.75,
1520.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752928.75,
1530.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752938.75,
1540.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752948.75,
1550.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752958.75,
1560.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752968.75,
1570.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752978.75,
1580.0,1,0,1,0,0,0,255,0,0,496.0,24.0,80.0,549.0,1000.0,24.0,84.0,549.0,946752988.75,
